Temp,Humd,Label
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
